Count,Name,1A1-1,S1-1,S1-1B,Visibility,WATT,WATTB,ADDRESS1,ADDRESS2,DESC2,DESCBRD1,DESCBRD2,DESCBRD3,DESCBRD4,DESCBRD5,DEVICEA,DEVICEB,DEVICEC,DEVICED,DEVICEE,DEVICEE(1),DEVICEF,DEVICEH,DEVICEJ,DEVICEY,BPS,DESC1,Visibility1,Position X1,Position Y1,Position1 X,Position1 Y,Subject,Position2 X,Position2 Y
1,FPS WAV 9-21,1D1-12,1S6-2 EOL,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"5'-11 5/8""","-2'-6 1/4""",,,,"-2'-5 3/8""","1'-4 1/4"""
1,FPS WAV 9-21,1A1-4,1S2-1,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"0'-5 1/2""","-2'-6 3/8""",,,,"-4'-6""","-0'-2"""
1,FPS WAV 9-21,1A1-8,1S2-2,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"-0'-4 5/8""","-2'-9""",,,,"-4'-4 3/4""","-0'-7 3/4"""
1,FPS WAV 9-21,1A1-9 EOL,1S2-3 EOL,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"5'-0""","-3'-3 3/8""",,,,"-2'-5 3/4""","1'-9 3/8"""
1,FPS PANELS 4-21,,,,BPS,,,,,,,,,,,,,,,,,,,,,FACP 01,,,,,,,,,
1,FPS WAV 9-21,1E1-8,1S8-3 EOL,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"-1'-5""","-2'-2 1/4""",,,,"-1'-3 3/4""","1'-9"""
1,FPS WAV 9-21,1G2-1,1S10-2,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"1'-10 7/8""","-4'-8 1/2""",,,,"0'-10 1/2""","0'-5 3/8"""
1,FPS WAV 9-21,1G2-2,1S10-3 EOL,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"4'-9 1/4""","-4'-2 1/4""",,,,"-3'-1 3/8""","2'-1 1/4"""
1,FPS WAV 9-21,1F1-3,1S8-1,,WP SV - 30cd,1/2w,,,,,,,,,,,,,,,,,,,,,,,"-1'-0 5/8""","-2'-11 3/4""",,,,"-1'-5 7/8""","1'-9 1/2"""
1,FPS UIO MODULE,,,,,,,0020060141,0020060142,,,,,,,,,,,,,SIGA-MCT2,,,,,,SIGA-MCT2,,,"-3'-9""","0'-10 1/4""",,,
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS UIO MODULE,,,,,,,0030060151,,,,,,,,SIGA-MRM1,,,,,,,,,,,,SIGA-MRM1,,,"-3'-9""","0'-5""",,,
1,FPS UIO MODULE,,,,,,,0020060144,,,,,,,,,,SIGA-MCRR,,,,,,,,,,SIGA-MCRR,,,"-3'-9""","0'-5""",,,
1,FPS PANELS 4-21,,,,BPS,,,,,,,,,,,,,,,,,,,,,APS1D,,,,,,,,,
1,FPS PANELS 4-21,,,,MFC-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS UIO MODULE,,,,,,,0020060145,,,,,,,,SIGA-MRM1,,,,,,,,,,,,SIGA-MRM1,,,"-3'-9""","0'-5""",,,
1,FPS UIO MODULE,,,,,,,0010060131,,,,,,,,,,SIGA-MCRR,,,,,,,,,,SIGA-MCRR,,,"-3'-9""","0'-5""",,,
1,FPS UIO MODULE,,,,,,,0010060128,0010060129,,,,,,,,,,,,,SIGA-MCT2,,,,,,SIGA-MCT2,,,"-3'-9""","0'-10 1/4""",,,
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS UIO MODULE,,,,,,,0010060132,,,,,,,,SIGA-MRM1,,,,,,,,,,,,SIGA-MRM1,,,"-3'-9""","0'-5""",,,
1,FPS UIO MODULE,,,,,,,0030060150,,,,,,,,,,SIGA-MCRR,,,,,,,,,,SIGA-MCRR,,,"-3'-9""","0'-5""",,,
1,FPS UIO MODULE,,,,,,,0030060147,0030060148,,,,,,,,,,,,,SIGA-MCT2,,,,,,SIGA-MCT2,,,"-3'-9""","0'-10 1/4""",,,
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060042,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-2'-6 7/8""","-1'-6 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0020060022,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"-4'-2 1/2""","0'-10""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060008,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-9 1/4""","-1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0020060021,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-9 1/4""","0'-10 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0020060020,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"-1'-11 1/2""","0'-10 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060007,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"-5'-0 1/4""","1'-0 1/2""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060006,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-9 7/8""","-1'-1 1/4""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0020060019,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-9 1/4""","-1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0010060016,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-2'-9 1/4""","1'-1 5/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0010060015,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-3'-0""","-1'-6 1/2""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0010060013,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-3'-2""","-1'-6 3/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0010060017,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"0'-9 1/4""","-1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060009,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-9 1/4""","-1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060010,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-10 5/8""","-0'-10 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060011,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-6 1/4""","1'-1 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060012,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-4 3/4""","1'-0 7/8""",,,,,
1,FPS CAV 4-22,1E1-9,1S7-32,,SV - 75cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"1'-11 3/4""","-1'-10 7/8""",,,,,
1,FPS CAV 4-22,1E1-10,1S7-33,,SV - 75cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"1'-9 5/8""","-1'-8 1/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0010060019,,,,,,,,SIGA-PS,,,,,,,,,,,,,"0'-10 1/4""","-0'-11 3/4""",,,,,
1,FPS CAV 4-22,1E1-6,1S7-30,,SV - 30cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"-3'-9 1/4""","1'-3 5/8""",,,,,
1,FPS CAV 4-22,1G1-3,1S9-12,,SV - 75cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"-1'-0 1/8""","3'-1 1/8""",,,,,
1,FPS CAV 4-22,1G1-6,1S9-14,,SV - 115cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-4""","3'-2 3/4""","2'-0""","1'-1""",,,
1,FPS CAV 4-22,1G1-7,1S9-15,,SV - 75cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-0 1/8""","3'-5""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0010060004,,,,,,,,SIGA-PS,,,,,,,,,,,,,"0'-9 1/2""","-0'-11 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0020060016,,,,,,,,SIGA-PS,,,,,,,,,,,,,"-5'-3 3/8""","-1'-5 1/2""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0020060014,,,,,,,,SIGA-PS,,,,,,,,,,,,,"0'-9 1/4""","-1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0010060003,,,,,,,,SIGA-PS,,,,,,,,,,,,,"-5'-10 1/8""","-0'-0 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Heat,,,0010060018,,,,,,,,,,,,,,SIGA-HRS,,,,,,,"0'-9 1/4""","-1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0010060014,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"1'-8 1/8""","-0'-10 1/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0010060002,,,,,,,,SIGA-PS,,,,,,,,,,,,,"0'-7 7/8""","-1'-2 3/4""",,,,,
1,FPS CAV 4-22,,,1S1-9,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"2'-4 3/4""","0'-4 1/2""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060030,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"1'-0 1/8""","-0'-0 1/2""",,,,,
1,FPS CAV 4-22,1A1-6,1S1-8,,SV - 15cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-5 1/4""","1'-10 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060029,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"0'-9 5/8""","0'-9 1/4""",,,,,
1,FPS CAV 4-22,,,1S3-12,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"2'-5 1/2""","0'-2 1/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060065,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-2'-7 1/4""","-1'-7""",,,,,
1,FPS CAV 4-22,,,1S1-10,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"0'-2 5/8""","-2'-0 3/4""",,,,,
1,FPS CAV 4-22,,,1S1-4,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"0'-2 5/8""","-2'-0 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060043,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-4'-3 3/4""","1'-4 5/8""",,,,,
1,FPS CAV 4-22,,,1S1-5,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"1'-10 7/8""","1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060044,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-2'-1""","-1'-7 1/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0030060031,,,,,,,,SIGA-PS,,,,,,,,,,,,,"-2'-11""","0'-11 3/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060045,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-4'-3 3/4""","1'-4 5/8""",,,,,
1,FPS CAV 4-22,,,1S1-2,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"1'-11 1/4""","1'-7 5/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060062,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-2'-11 7/8""","0'-11 3/8""",,,,,
1,FPS CAV 4-22,,,1S3-16,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"2'-0 1/8""","1'-5 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060059,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"0'-9""","-1'-6 7/8""",,,,,
1,FPS CAV 4-22,,,1S3-5,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"0'-2 5/8""","-2'-0 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060061,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-3'-2 1/8""","1'-1""",,,,,
1,FPS CAV 4-22,,,1S3-14,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"1'-10 5/8""","1'-7""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060064,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-1'-11 1/2""","-1'-6 1/8""",,,,,
1,FPS CAV 4-22,,,1S3-15,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"0'-2 5/8""","-2'-0 3/4""",,,,,
1,FPS CAV 4-22,,,1S3-9,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"-3'-0 1/8""","2'-6 5/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060060,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-2'-6 1/8""","-1'-6 7/8""",,,,,
1,FPS CAV 4-22,,,1S3-10,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"0'-2 5/8""","-2'-0 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060057,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-4'-3 3/4""","1'-4 5/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060053,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-3'-2 1/8""","0'-10 1/8""",,,,,
1,FPS CAV 4-22,,,1S3-6,Speaker,,1/4w,,,,,,,,,,,,,,,,,,,,,,"1'-11""","1'-7 7/8""",,,,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060055,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"-2'-0 5/8""","-1'-6 3/4""",,,,,
1,FPS SENSOR 4-21,,,,Smoke,,,0030060049,,,,,,,,SIGA-PS,,,,,,,,,,,,,"0'-6 3/8""","-1'-3 3/4""",,,,,
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070169,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070170,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0010070041,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-11 1/8"""
1,FPS MODULE 4-21,,,,Iso Module,,,0010070044,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS CAV 4-22,1F1-10,1S7-16,,SV - 15cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"1'-11 7/8""","3'-5 1/8""",,,,,
1,FPS MODULE 4-21,,,,Suppression (120),,,,,,,,,,,,,,,,,,,,,,,,,,"-1'-8 1/4""","-0'-2 5/8""",,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,Suppression (120),,,,,,,,,,,,,,,,,,,,,,,,,,"-1'-7 7/8""","0'-7 7/8""",,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060194,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-2'-0 1/4""","-0'-10 7/8"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0010060158,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"5'-9 3/4""","3'-2 7/8"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0020060154,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-9""","0'-4 3/4"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060195,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-9 7/8""","0'-5 1/4"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070167,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0010070001,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-11 1/8"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070126,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Suppression (120),,,,,,,,,,,,,,,,,,,,,,,,,,"-1'-2 3/4""","1'-5 1/8""",,"2'-11""","0'-5"""
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"-0'-9 3/4""","-0'-8 1/2""",,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"-0'-8 1/2""","-0'-10 3/8""",,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"1'-4 5/8""","-0'-5 7/8""",,,
1,FPS WAV 9-21,1E1-7,1S7-31,,SV - 30cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"3'-0 3/4""","3'-2 5/8""",,,,,
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11 1/2""","0'-1 3/8"""
1,FPS WAV 9-21,1C1-12,1S3-20,,SV - 115cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"-1'-2 5/8""","-2'-1 7/8""",,,,,
1,FPS WAV 9-21,1E1-11,1S7-34,,SV - 30cd,1/4w,,,,,,,,,,,,,,,,,,,,,,,"-0'-10 1/4""","-2'-10 7/8""",,,,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"1'-2 1/2""","-0'-8 1/4""",,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"1'-1 7/8""","-0'-7 1/4""",,,
1,FPS SENSOR 4-21,,,,Duct (Supply) w/ LED,,,0010060020,,,,,,,,,,,,SIGA-SD,,,,,,,,,"-6'-4 7/8""","0'-9 7/8""",,,,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"1'-2 1/8""","0'-6 7/8""",,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"1'-2 7/8""","-0'-7 1/8""",,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"-0'-10 7/8""","0'-8 1/2""",,,
1,FPS SENSOR 9-24,,,,Heat - Conventional,,,,,,,,,,,,,,,,,,,,,,,,,,"-0'-7 7/8""","0'-10 1/2""",,,
1,FPS MODULE 4-21,,,,Iso Module,,,0020060042,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,Iso Module,,,0020060001,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS PANELS 4-21,,,,BPS,,,,,,,,,,,,,,,,,,,,,FATC,,,,,,,,,
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070168,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-11 1/8"""
1,FPS UIO MODULE,,,,,,,0030060173,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-11 3/4""","-0'-10 3/4"""
1,FPS UIO MODULE,,,,,,,0030060172,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-8 1/8""","-1'-0 3/8"""
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060184,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"-3'-8 1/2""","2'-1 3/8"""
1,FPS UIO MODULE,,,,,,,0030060135,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-11 3/4""","-0'-10 3/4"""
1,FPS SENSOR 4-21,,,,Smoke,,,0020060009,,,,,,,,SIGA-PS,,,,,,,,,,,,,"-2'-8 1/2""","-1'-7 7/8""",,,,,
1,FPS MODULE 4-21,,,,Iso Module,,,0020060041,,,,,,,,,,,,,,,,,,,,,,,,,,"-3'-9""","0'-5"""
1,FPS MODULE 4-21,,,,SIGA-278,,,0020060140,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"2'-11""","-0'-7"""
1,FPS CAV 4-22,1E2-6,,,V - 15cd,,,,,,,,,,,,,,,,,,,,,,,,"2'-1""","-1'-5 1/4""",,,,,
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS PANELS 4-21,,,,BPS,,,,,,,,,,,,,,,,,,,,,APS1H,,,,,,,,,
1,FPS PANELS 4-21,,,,BPS,,,,,,,,,,,,,,,,,,,,,APS1F,,,,,,,,,
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070129,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-11 1/8"""
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070127,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-5"""
1,FPS UIO MODULE,,,,,,,0010060127,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-8 1/8""","-1'-0 3/8"""
1,FPS UIO MODULE,,,,,,,0010060126,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-11 3/4""","-0'-10 3/4"""
1,FPS MODULE 4-21,,,,SIGA-CC1S,,,0010070128,,,,,,,,,,,,,,,,,,,,,,,"1'-1 3/4""","-0'-5 7/8""",,"-3'-9""","0'-11 1/8"""
1,FPS UIO MODULE,,,,,,,0020060132,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-11 3/4""","-0'-10 3/4"""
1,FPS UIO MODULE,,,,,,,0020060131,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-8 1/8""","-1'-0 3/8"""
1,FPS MODULE 4-21,,,,SIGA-RM1,,,0030060132,,,,,,,,,,,,,,,SIGA-278,,,,,,,,,,,"0'-8 3/8""","-0'-8 1/2"""
1,FPS UIO MODULE,,,,,,,0030060128,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-11 3/4""","-0'-10 3/4"""
1,FPS UIO MODULE,,,,,,,0030060127,,,,,,,,,,,,,,,,,,,,SIGA-MCC1S,,,"-3'-9""","0'-5""",,"0'-8 1/8""","-1'-0 3/8"""
1,FPS PANELS 4-21,,,,SIGA-UIO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-8 5/8""","0'-5 3/4"""
1,FPS CAV 4-21,1B1-7,1S1-19,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-2 1/2""","-1'-4 1/8""","-0'-10 3/4""","-2'-7 1/4""",,,
1,FPS CAV 4-21,1E3-2,1S5-12,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-0 1/4""","-1'-6 1/2""","1'-1 1/2""","-0'-7 7/8""",,,
1,FPS CAV 4-21,1B1-2,1S1-14,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"-3'-4""","-0'-6 7/8""","-1'-2 5/8""","-0'-11 1/4""",,,
1,FPS CAV 4-21,1E3-7,1S5-17,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-3 1/2""","-1'-4 1/2""","1'-4 5/8""","-1'-3""",,,
1,FPS MODULE 4-21,,,,J-Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2'-11""","0'-5"""
1,FPS CAV 4-21,1H1-3,1S9-5,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"2'-3 3/4""","-1'-0 1/2""","-1'-2 5/8""","-2'-6 5/8""",,,
1,FPS CAV 4-21,1H1-6,1S9-8,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"-2'-2 3/4""","1'-4""","0'-8 3/4""","-0'-5""",,,
1,FPS CAV 4-21,1C1-3,1S3-3,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"0'-2 1/4""","-1'-8 3/8""","1'-1 1/4""","-0'-7""",,,
1,FPS CAV 4-21,1C1-2,1S3-2,,SV - 30cd (WP),1/4w,,,,,,,,,,,,,,,,,,,,,,,"0'-2 5/8""","-1'-8 1/2""","1'-3""","-0'-6 7/8""",,,
1,FPS SENSOR 4-21,,,,Smoke w/ Sounder Base,,,0030060006,,,,,,,,,,SIGA-PS W SOUNDER BASE,,,,,,,,,,,"0'-7 1/4""","-1'-7 3/8""",,,,,
